;meta[fps=30]
;meta[frames=14]
lips_up;-0.0045952364;-0.0033370333;-0.0012881929;0.00064205163;0.00020174865;-0.00021674365;-0.00009678487;0.000009542171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_front;0.05819392;0.0800944;0.08513603;0.06685224;0.041528516;0.018507836;0.0029679334;0.013042037;0.039202094;0.06329512;0.06923321;0.054204293;0.025622636;0.008676694;0.0013514886;-0.000193706;0;0;0;0;0;0;0;0;0;0
lip_lower_front;0.06777625;0.08725261;0.08748779;0.0645339;0.03961929;0.017675677;0.0020261211;0.019427663;0.051624335;0.07490525;0.071860485;0.0470767;0.012713351;0.0013080726;-0.00036459044;0.000011132533;0;0;0;0;0;0;0;0;0;0
lip_upper_back;0;0;0;0;0;0;-0.001050911;0.009814439;0.027443916;0.04478395;0.054727532;0.049272582;0.031122105;0.01636037;0.0054015047;-0.0005922507;0;0;0;0;0;0;0;0;0;0
lip_lower_back;0;0;0;0;0;0;-0.0034533115;0.033243965;0.08188423;0.11238514;0.10741781;0.07145972;0.022541152;0.0087524;0.004579925;-0.00046534;0;0;0;0;0;0;0;0;0;0
lip_upper_out;0.057698525;0.077738464;0.082248546;0.06461739;0.04128221;0.01917161;0.0049233623;-0.00057889166;0;0.000011132533;-0.00011132532;-0.00022265063;-0.0002783133;-0.00022265063;-0.00011132532;0.000011132533;0;0;0;0;0;0;0;0;0;0
lip_lower_out;0.029690461;0.039164245;0.04035543;0.030714653;0.019281546;0.008605448;0.001583046;0.0042392677;0.007409813;0.017878847;0.03889707;0.052345168;0.049931638;0.03527677;0.012107741;-0.0013025062;0;0;0;0;0;0;0;0;0;0
lips_blow;0.011800086;0.007974868;0.002534639;-0.0023700367;-0.00035783136;0.00044490365;0.00017414462;-0.00003578317;-0.0010124244;-0.0018139671;0.0053722425;0.012447763;0.016178753;0.013273162;0.006249169;-0.0006307376;0;0;0;0;0;0;0;0;0;0
lip_lower_center_up;0;0;0;0;0;0;-0.0011689159;0.01094328;0.030492004;0.04749138;0.049929406;0.037238322;0.01569687;0.0047090603;0.00065681926;-0.00010019278;0;0;0;0;0;0;0;0;0;0
lip_lower_right_up;0;0;0;0;0;0;-0.0013136388;0.011900677;0.037761547;0.06583779;0.07854002;0.067574464;0.0384295;0.015463087;0.0031393738;-0.00040077112;0;0;0;0;0;0;0;0;0;0
lip_lower_left_up;0;0;0;0;0;0;-0.0011355182;0.010086074;0.0342882;0.0642013;0.08371663;0.078595676;0.051354367;0.023890415;0.005900242;-0.0007013495;0;0;0;0;0;0;0;0;0;0
lip_lower_center_down;0.10330572;0.13412057;0.13557336;0.10088996;0.06217102;0.027596153;0.00620583;-0.000027552778;0.014256322;0.046300203;0.109866954;0.14655977;0.139337;0.08843016;0.032714058;-0.00347335;0;0;0;0;0;0;0;0;0;0
lip_lower_right_down;0.073554024;0.09941212;0.10382477;0.07997472;0.049268413;0.02172792;0.005098699;-0.0018438257;0.005527302;0.0275725;0.060505312;0.07734327;0.06941412;0.039848898;0.011733688;-0.0013164219;0;0;0;0;0;0;0;0;0;0
lip_lower_left_down;0.06568333;0.08876941;0.09262961;0.07126073;0.04381625;0.019257888;0.004469712;-0.0014764521;0.0053825793;0.025465667;0.055273023;0.07038543;0.06300457;0.036191862;0.0106705325;-0.0011967473;0;0;0;0;0;0;0;0;0;0
lip_lower_in;0.01450847;0.009779929;0.0030614457;-0.0029863021;-0.00046200014;0.00049539766;-0.00412015;0.041175894;0.10179587;0.13986246;0.13061798;0.0830932;0.020967012;0.0051899897;0.003005785;-0.00030725801;0;0;0;0;0;0;0;0;0;0
lip_upper_center_up;0.01914378;0.018137677;0.012412772;0.004340296;0.0023072173;0.0011995303;-0.001964335;0.021264803;0.058984604;0.093012296;0.101428494;0.07975345;0.03856086;0.014999974;0.003433272;-0.00042303617;0;0;0;0;0;0;0;0;0;0
lip_upper_left_up;0.074414015;0.09917694;0.10227317;0.07773151;0.04758044;0.021083625;0.003967078;0.007946959;0.030093461;0.059369795;0.080866724;0.07884059;0.054021724;0.026067935;0.006358902;-0.00075701217;0;0;0;0;0;0;0;0;0;0
lip_upper_right_down;0;0;0;0;0;0;0;0;0;-0.0007347471;0.007347471;0.014694942;0.018368678;0.014694942;0.007347471;-0.0007347471;0;0;0;0;0;0;0;0;0;0
lip_upper_left_down;0;0;0;0;0;0;0;0;0;-0.00040077112;0.004007711;0.008015422;0.010019278;0.008015422;0.004007711;-0.00040077112;0;0;0;0;0;0;0;0;0;0
lip_upper_in;0.018727701;0.012504617;0.003868555;-0.0038769038;-0.00033675885;0.00068465073;0.00017812054;-0.000019481935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cheek_left_up;0;0;0;0;0;0;-0.00058016396;0.00533789;0.01592302;0.026757201;0.031546414;0.02700911;0.015398199;0.00670242;0.0016765591;-0.00019943135;0;0;0;0;0;0;0;0;0;0
tongue_front;0.042245965;0.034288194;0.016678918;-0.0023119887;-0.0026002417;-0.00009542171;0.00031012055;-0.000023855428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_up;0.082674965;0.111239836;0.11773646;0.09257893;0.05932248;0.027666328;0.006584097;0.0033608323;0.026931187;0.0643524;0.09356098;0.094038084;0.06565013;0.027866315;0.0047933487;-0.00064568676;0;0;0;0;0;0;0;0;0;0
tongue_down;0.0006520488;0.00029535338;0.000011360018;-0.00020220302;0.00019538739;0.00006588647;0.000009087776;-0.00094228936;0.0060354224;0.027545063;0.0739717;0.10273736;0.10024845;0.06426255;0.02364868;-0.0025127719;0;0;0;0;0;0;0;0;0;0
tongue_roll;-0.0045166262;-0.0034828912;-0.0015676417;0.00038168716;0.00028399317;-0.00016358007;-0.0009342239;0.0055185556;0.03375702;0.08006199;0.11590556;0.11620773;0.080876246;0.034351807;0.005862071;-0.00079199986;0;0;0;0;0;0;0;0;0;0
tongue_wide;0;0;0;0;0;0;-0.00074110855;0.0075860247;0.011930893;0.02357552;0.062008206;0.08990315;0.09215192;0.0690376;0.027580056;-0.0028721935;0;0;0;0;0;0;0;0;0;0
tongue_up_flat;0.034570485;0.028205063;0.0139355445;-0.0015784338;-0.0019481931;-0.000011927711;0.0002981928;-0.000023855428;0;0.00011132532;-0.0011132532;-0.0022265064;-0.002783133;-0.0022265064;-0.0011132532;0.00011132532;0;0;0;0;0;0;0;0;0;0
tongue_low;0.029075786;0.022919098;0.010913856;-0.0016818077;-0.0005109038;0.0006281929;-0.0008007472;0.0069248327;0.048770037;0.118835;0.17427185;0.17606893;0.12359336;0.052335616;0.008915564;-0.0012054939;0;0;0;0;0;0;0;0;0;0
tongue_back;0.02012035;0.014858525;0.006338728;-0.0022083314;0.00024537006;0.00036805516;-0.0015808197;0.009946123;0.07885332;0.21595523;0.4141143;0.50193405;0.43821785;0.25651577;0.085628256;-0.00931952;0;0;0;0;0;0;0;0;0;0
normal0;0.36185876;0.46482497;0.46552768;0.3429613;0.21110621;0.0941186;0.02209529;-0.0068548564;0.014939859;0.077137314;0.21435691;0.300467;0.2949787;0.1891751;0.06982324;-0.0074142665;0;0;0;0;0;0;0;0;0;0
normal1;0.36185876;0.46482497;0.46552768;0.3429613;0.21110621;0.0941186;0.02209529;-0.0068548564;0.014939859;0.077137314;0.21435691;0.300467;0.2949787;0.1891751;0.06982324;-0.0074142665;0;0;0;0;0;0;0;0;0;0
normal3;0.002624098;0.0014790377;0.0003339766;-0.0006393254;0.0004421206;0.00015585548;-0.0017013691;0.011379675;0.081401065;0.2172781;0.36112818;0.40157267;0.3176846;0.16387309;0.04232588;-0.0049383906;0;0;0;0;0;0;0;0;0;0
normal4;0.002624098;0.0014790377;0.0003339766;-0.0006393254;0.0004421206;0.00015585548;-0.0017013691;0.011379675;0.081401065;0.2172781;0.36112818;0.40157267;0.3176846;0.16387309;0.04232588;-0.0049383906;0;0;0;0;0;0;0;0;0;0
normal5;0.0021390377;0.0012484351;0.00039759115;-0.00037373486;0.0005327713;0.0001463133;-0.0005792099;0.003039182;0.03300128;0.10419828;0.1981702;0.23857014;0.20440887;0.11541095;0.033780552;-0.0037984194;0;0;0;0;0;0;0;0;0;0
normal6;0.0023378332;0.0014074715;0.00047710937;-0.00038168664;0.0005327713;0.0001463133;-0.0005836628;0.003052541;0.03334416;0.10546294;0.20068613;0.241665;0.20709848;0.116938345;0.034212496;-0.003847403;0;0;0;0;0;0;0;0;0;0
normal13;-0.0047647236;-0.0041301693;-0.0019481931;0.0005120965;0.0011466509;0.0005454941;-0.00097520975;0.010620435;0.02006082;0.024257785;0.01922588;0.009863422;-0.00038518594;0.0014360964;0.00066795177;-0.00006679518;0;0;0;0;0;0;0;0;0;0
