;meta[fps=30]
;meta[frames=17]
corner_right_out;0.018891908;0.072428256;0.1472166;0.20692927;0.25297567;0.28337637;0.31208715;0.31657135;0.27368218;0.18240431;0.09232208;0.031269055;0.0044396543;-0.00066127244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_out;0.019370604;0.07424285;0.15089032;0.2120124;0.25898498;0.28987557;0.31894034;0.32349357;0.27655435;0.18058525;0.08732135;0.026502103;0.0018635859;-0.00040745066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_in;-0.0011355182;-0.0026606747;0.0024714218;0.027526299;0.0653257;0.096585855;0.10227902;0.083382666;0.05118738;0.026747024;0.01170029;0.0034956147;-0.00039631812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;-0.000857205;-0.0014806268;0.004909447;0.030031119;0.06699112;0.09690647;0.10208755;0.08373889;0.052423093;0.027893672;0.012430586;0.003716039;-0.0004208097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_up;0.001678786;0.011021207;0.029933155;0.053293653;0.0745078;0.09317038;0.109219044;0.1207657;0.11095572;0.08036797;0.04033094;0.011030111;-0.0012691085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_up;0.00020038559;0.004998506;0.01966005;0.04709506;0.07468371;0.09853403;0.11412849;0.12271389;0.11042358;0.082485385;0.04265541;0.012167857;-0.0013826605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_out;0.0007729158;0.008244434;0.027176099;0.058188148;0.0865952;0.10241611;0.103809275;0.10275963;0.089868166;0.06916165;0.037417237;0.026846897;0.05594336;0.10530978;0.1226646;0.09979918;0.049631212;0.010358025;-0.0012905786;0;0;0;0;0;0;0;0;0;0
lips_up;-0.0022829643;-0.004313061;0.0032753493;0.024454197;0.041652523;0.054293517;0.068939805;0.096719444;0.111082785;0.10234932;0.061991658;0.01981527;-0.002175615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_front;0;0;0;0.00008906026;-0.0008822531;-0.0024491574;0.0020316874;0.023893196;0.041941814;0.04717967;0.034240887;0.01360952;-0.0014193978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_front;0.0017700724;0.0057777837;0.014093786;0.03365364;0.048451003;0.05154807;0.05070423;0.06963399;0.08215808;0.08469631;0.058086216;0.0308527;0.029708276;0.05897459;0.06868772;0.05588531;0.027792366;0.0058111814;-0.00072361453;0;0;0;0;0;0;0;0;0;0
lip_upper_back;0.005296859;0.02297532;0.05044818;0.07691465;0.09108637;0.08978609;0.08390366;0.08710984;0.08272139;0.0666282;0.039153114;0.013492628;-0.0014583616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_back;-0.0024380244;-0.0033508916;0.0075422917;0.03357572;0.052411962;0.05799493;0.05223384;0.054426946;0.057026394;0.05567379;0.035323523;0.012323713;-0.0013247713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_out;0;0;0;-0.00067908445;0.006211953;0.018535666;0.03560184;0.05777784;0.065292306;0.054371286;0.03307197;0.018530099;0.024558362;0.047438502;0.055217355;0.044891935;0.022295678;0.0046422654;-0.00057889166;0;0;0;0;0;0;0;0;0;0
lip_lower_out;0.013670748;0.046333596;0.08467404;0.10440366;0.11571153;0.108121924;0.09271452;0.065676376;0.03381228;0.0035985918;-0.0053742295;0.02133828;0.07820882;0.13555248;0.15179206;0.11918766;0.055197872;0.011427543;-0.0014333135;0;0;0;0;0;0;0;0;0;0
lips_blow;0;0;0;0.00005248194;-0.00064051815;-0.0005176627;0.005956699;0.027296571;0.043321453;0.04609345;0.03204141;0.012328483;-0.0012953497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_center_up;0;0;0;-0.00004453013;0.000044530156;0.0039965785;0.016854653;0.041858315;0.056831576;0.054282226;0.034444056;0.012012001;-0.0012913736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_right_up;0.0010798556;0.009429255;0.02858834;0.056341745;0.08309321;0.100192785;0.1056366;0.10834179;0.09627414;0.072094284;0.039954655;0.012980533;-0.0014249642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_left_up;0.0010798556;0.009429255;0.02858834;0.05625268;0.08396156;0.10220777;0.10820822;0.110345654;0.09710907;0.0717269;0.039598413;0.012880339;-0.0014138316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_center_down;0.007035761;0.028310029;0.060850423;0.09372033;0.119492136;0.13705705;0.15278733;0.16413803;0.14784002;0.105977245;0.051962208;0.033435445;0.050178774;0.08210242;0.085386515;0.06223085;0.02410193;0.004876049;-0.0006234218;0;0;0;0;0;0;0;0;0;0
lip_lower_right_down;0.00012245779;0.004519808;0.01812376;0.04268658;0.06744755;0.08774661;0.09564626;0.0961116;0.095416926;0.08455604;0.05917887;0.048960876;0.04813818;0.05276987;0.050903503;0.033007957;0.008463507;0.0015975183;-0.00021708438;0;0;0;0;0;0;0;0;0;0
lip_lower_left_down;0.00016698793;0.004163567;0.016465012;0.038663283;0.061050802;0.07937495;0.08661333;0.08612127;0.08366098;0.07256184;0.04984313;0.039720878;0.038284216;0.041694112;0.040550247;0.026537172;0.0070942063;0.0013359038;-0.00018090363;0;0;0;0;0;0;0;0;0;0
lip_lower_in;-0.0029723858;-0.003629205;0.010676099;0.04369519;0.06662264;0.07013495;0.06903283;0.11223261;0.14983276;0.1590282;0.11070746;0.042593066;-0.004475278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_center_up;0.009718699;0.037394177;0.076525025;0.10951962;0.13003018;0.13361265;0.13425165;0.1400361;0.12773468;0.09474675;0.05260344;0.01723316;-0.0018880771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_right_up;0.004864916;0.021007087;0.045955095;0.06919091;0.08491896;0.08704527;0.0785222;0.061273452;0.039609544;0.01831524;0.005421543;0.0005232285;-0.000095739735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_left_up;0.011377448;0.042136636;0.08388363;0.11650641;0.1390854;0.14610337;0.1480137;0.14113379;0.1231926;0.088085055;0.052438125;0.03575769;0.0441249;0.06421077;0.07250061;0.056748085;0.026103005;0.0054159765;-0.00067908445;0;0;0;0;0;0;0;0;0;0
lip_upper_center_down;0;0;0;-0.00004453013;0.00007792773;0.0037405305;0.015518749;0.03835157;0.051988926;0.04960656;0.03147167;0.010976677;-0.0011800484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_right_down;0.0009796629;0.007948628;0.023912678;0.04743572;0.06543703;0.074343055;0.076068595;0.08042142;0.0754563;0.060906086;0.03448858;0.011154797;-0.0012245786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_left_down;0.0009796629;0.007948628;0.023912678;0.04743572;0.06543703;0.074343055;0.076068595;0.08042142;0.0754563;0.060906086;0.03448858;0.011154797;-0.0012245786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_in;0.00007792773;0.0037627956;0.015362894;0.036374435;0.057621986;0.075008765;0.08236738;0.076658614;0.058835432;0.036530282;0.014539084;0.0024691944;-0.00033620236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nostrils_out;0;0;0;-0.00010178315;0.0004039519;0.006879905;0.026304582;0.05790507;0.074921936;0.06850642;0.04159432;0.013336772;-0.0014631327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_front;0.002070651;0.014093785;0.043684054;0.08741264;0.11121718;0.11383492;0.11200918;0.13176465;0.14176166;0.12997071;0.078789696;0.026002413;-0.0028340244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_up;0;0;0;-0.0016857835;0.01617398;0.040554225;0.055948924;0.049539767;0.02799037;0.001972049;-0.0059559043;0.021811811;0.094455555;0.17326991;0.20185666;0.16426449;0.08172074;0.017080486;-0.0021271089;0;0;0;0;0;0;0;0;0;0
tongue_down;0.010607712;0.047265552;0.10932146;0.1808623;0.23855744;0.27985278;0.30393082;0.29143378;0.23123859;0.14232783;0.054767285;0.021148628;0.02404309;0.032165065;0.026400005;0.01367711;-0.0005804821;-0.0002544579;0.00001590362;0;0;0;0;0;0;0;0;0;0
tongue_roll;0.0016062655;0.0145200025;0.045007233;0.090014465;0.14457977;0.20035377;0.25496677;0.31684774;0.31751573;0.2519928;0.1408981;0.073275924;0.0870405;0.16050726;0.18014821;0.14178075;0.06597616;0.013716869;-0.0017175907;0;0;0;0;0;0;0;0;0;0
tongue_wide;0.012595666;0.0558058;0.12562267;0.19606616;0.251732;0.29436004;0.32348755;0.3511916;0.3775996;0.34097195;0.2507221;0.14019038;0.043504342;-0.0048267473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_up_flat;0.0018448195;0.009128677;0.025573015;0.05371606;0.09754642;0.13707647;0.15179047;0.13110942;0.08583181;0.038766656;0.012239424;0.0019593248;-0.00027990362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_low;0.011593738;0.04629543;0.09368821;0.12656894;0.14085834;0.1254676;0.09484917;0.059177354;0.027827352;0.0030773492;-0.00721229;0.04066157;0.16953255;0.3112338;0.36256272;0.2950121;0.14674269;0.03063832;-0.0038168682;0;0;0;0;0;0;0;0;0;0
tongue_back;0.0017493976;0.019577352;0.06604772;0.14485016;0.22430462;0.27470315;0.28310028;0.2744328;0.23072968;0.1692622;0.08946977;0.06141977;0.10916641;0.19782113;0.22364461;0.17718618;0.08360134;0.017382653;-0.0021748196;0;0;0;0;0;0;0;0;0;0
normal0;0.036191862;0.13265525;0.25984442;0.3495415;0.4187168;0.45682123;0.48226798;0.45326772;0.3707801;0.2318372;0.11947434;0.08602442;0.08507035;0.083778985;0.07016278;0.036125064;-0.0018591331;-0.0008071087;0.00005566267;0;0;0;0;0;0;0;0;0;0
normal1;0.036191862;0.13265525;0.25984442;0.3495415;0.4187168;0.45682123;0.48175475;0.45788106;0.38623208;0.25504297;0.14270793;0.101532035;0.089744896;0.08326021;0.07016278;0.036125064;-0.0018591331;-0.0008071087;0.00005566267;0;0;0;0;0;0;0;0;0;0
normal3;0.03589128;0.13167559;0.25811887;0.34762892;0.4168688;0.45474836;0.47987226;0.4462364;0.33724892;0.17744587;0.058504228;0.04437538;0.14141822;0.26229638;0.30558798;0.24868684;0.12372974;0.025855307;-0.003220085;0;0;0;0;0;0;0;0;0;0
normal4;0.036080536;0.1324326;0.25955498;0.3494146;0.4190263;0.4570483;0.4821077;0.44796193;0.33817288;0.17750597;0.05834615;0.044281866;0.14142711;0.26229638;0.30558798;0.24868684;0.12372974;0.025855307;-0.003220085;0;0;0;0;0;0;0;0;0;0
normal5;0;0;0;0.00007792773;-0.0006540363;-0.0034844822;-0.00015028976;0.033105366;0.062203024;0.07310733;0.05550959;0.023651065;-0.0024324583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
normal6;0;0;0;0.00007792773;-0.0006456868;-0.003573543;-0.00028944554;0.033286266;0.06273181;0.07383095;0.05613022;0.023923809;-0.0024602893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
normal13;0.00090173486;0.014861929;0.05607456;0.13649598;0.20096447;0.23115589;0.2236637;0.213188;0.18404302;0.14979936;0.08468518;0.027374897;-0.003005784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
