;meta[fps=30]
;meta[frames=13]
lips_out;0.0029866996;0.014136726;0.03582926;0.06502354;0.09627663;0.10572416;0.0897633;0.055674247;0.02227983;0.0020592913;-0.0002849018;-0.0002564118;0.000020992777;0;0;0;0;0;0;0;0;0;0;0;0
lips_up;0.00016539764;0.0007411086;-0.000019084391;-0.002500048;0.006918073;0.016488869;0.022366844;0.019125689;0.009777542;-0.0009733013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_front;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_back;0.02793375;0.022930788;0.018989872;0.024642976;0.052393988;0.07705255;0.097499184;0.113774;0.12935828;0.13465466;0.115874864;0.07590113;0.034417648;0.0067981575;-0.0015954507;0.00006122892;0;0;0;0;0;0;0;0;0
lip_lower_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_out;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_out;0.013986171;0.040863812;0.06499914;0.0704244;0.055996638;0.028120775;0.011815327;0.004423326;0.0011540725;-0.00013730123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_blow;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_right_up;-0.00078373024;0.0004230364;0.009282307;0.02989753;0.061852347;0.077783;0.06939575;0.041791525;0.013969101;-0.0015184773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_left_up;-0.00078373024;0.0004230364;0.009282307;0.02989753;0.061852347;0.077783;0.06939575;0.041791525;0.013969101;-0.0015184773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_center_down;0.08622888;0.11024917;0.11741482;0.11172402;0.13237105;0.17837481;0.2509285;0.33522484;0.414834;0.440152;0.3780064;0.24798416;0.11257549;0.022498997;-0.005043513;0.00018368679;0;0;0;0;0;0;0;0;0
lip_lower_right_down;0.09152425;0.12246528;0.13391694;0.12540919;0.12909068;0.14947662;0.19194423;0.24476318;0.29887813;0.31689996;0.2721416;0.17850679;0.081005864;0.01617493;-0.0036579904;0.00013470365;0;0;0;0;0;0;0;0;0
lip_lower_left_down;0.085553505;0.11477084;0.12548961;0.117125474;0.119168885;0.13642488;0.17407577;0.22160223;0.27070078;0.28721443;0.24667561;0.16176333;0.07336449;0.014609216;-0.0033151086;0.00012245784;0;0;0;0;0;0;0;0;0
lip_lower_in;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_center_up;0.022064677;0.01927709;0.01745581;0.022278422;0.04437634;0.06232469;0.07532589;0.08388951;0.091886014;0.093584046;0.08077495;0.053041738;0.024132939;0.004863324;-0.0010531374;0.000036737358;0;0;0;0;0;0;0;0;0
lip_upper_left_up;0.02713369;0.057629406;0.085097075;0.097134046;0.09446605;0.08093495;0.062456;0.03966956;0.01855613;0.0035110419;-0.0001994311;-0.0001329542;0.00014694949;0.00005073258;-0.000005248198;0;0;0;0;0;0;0;0;0;0
lip_upper_right_down;0.03122898;0.025936574;0.022124793;0.02954574;0.06398327;0.089304216;0.101591036;0.10235234;0.1019344;0.098809354;0.08571876;0.056258883;0.025668913;0.005227198;-0.0010968724;0.000036737358;0;0;0;0;0;0;0;0;0
lip_upper_left_down;0.027187869;0.022685874;0.019519782;0.026388556;0.05965924;0.07673654;0.07003698;0.04316973;0.014933178;-0.0016097642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_in;-0.00002449157;0.0003139374;-0.000115778224;-0.0023957214;0.004887178;0.012379372;0.017130736;0.014853021;0.007899643;-0.00078150356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cheek_left_up;0;0;0;-0.00023466923;0.0020055596;0.007606882;0.017127855;0.0280366;0.03751559;0.040379602;0.03464932;0.022729173;0.010342688;0.002084282;-0.0004513446;0.000015744581;0;0;0;0;0;0;0;0;0
tongue_up;0.056585073;0.10657014;0.14256003;0.14693882;0.115614;0.07485302;0.039144106;0.013984581;0.0023961444;-0.0003286747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_down;0.004076627;0.010522893;0.01653976;0.026203027;0.04912855;0.09010967;0.15637323;0.23073974;0.29553524;0.31901267;0.2736433;0.17937326;0.08138196;0.016146934;-0.0037212183;0.00013995184;0;0;0;0;0;0;0;0;0
tongue_roll;0.004315181;0.015389399;0.036461692;0.06860556;0.111908436;0.12683664;0.1097164;0.06548579;0.02185687;-0.0023775906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_wide;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_up_flat;0.021498509;0.059170995;0.08744763;0.08467086;0.05526507;0.014411859;-0.0007824569;-0.0014853979;-0.00006997592;0.000015903615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_low;0.16386558;0.29090637;0.36454803;0.34972587;0.25799114;0.16646846;0.09338604;0.040212296;0.011196147;-0.0012934941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_back;0.26447183;0.27413595;0.24071185;0.22385137;0.3213721;0.47950026;0.6787225;0.8931221;1.099887;1.183003;1.015173;0.6653934;0.3020635;0.06011179;-0.013682788;0.00050732534;0;0;0;0;0;0;0;0;0
normal0;0.36167744;0.5202529;0.5985814;0.5733463;0.5460227;0.5500441;0.62292933;0.74826765;0.89115405;0.93769306;0.8057499;0.52854556;0.23968321;0.047678065;-0.010874256;0.0004041109;0;0;0;0;0;0;0;0;0
normal1;0.36167744;0.5202529;0.5985814;0.5733463;0.5460227;0.5500441;0.62292933;0.74826765;0.89115405;0.93769306;0.8057499;0.52854556;0.23968321;0.047678065;-0.010874256;0.0004041109;0;0;0;0;0;0;0;0;0
normal3;0.15957893;0.16995963;0.14098535;0.10484274;0.14751762;0.27227208;0.46468464;0.6774049;0.8711702;0.9401981;0.80636925;0.5284529;0.23983192;0.04766582;-0.010874256;0.0004041109;0;0;0;0;0;0;0;0;0
normal4;0.15957893;0.16995963;0.14098535;0.10484274;0.14751762;0.27227208;0.46468464;0.6774049;0.8711702;0.9401981;0.80636925;0.5284529;0.23983192;0.04766582;-0.010874256;0.0004041109;0;0;0;0;0;0;0;0;0
normal5;0.15757729;0.16784221;0.13921528;0.1034919;0.14566277;0.26891392;0.45899186;0.669077;0.8602856;0.92837924;0.7963399;0.5220343;0.23711337;0.047305454;-0.010674825;0.00039186515;0;0;0;0;0;0;0;0;0
normal6;0.15957893;0.16995963;0.14098535;0.104834;0.14760157;0.272482;0.46497327;0.67766726;0.8713276;0.9402244;0.8063658;0.5284529;0.23983192;0.04766582;-0.010874256;0.0004041109;0;0;0;0;0;0;0;0;0
normal13;-0.0014628147;0.0010932153;0.01933053;0.061634153;0.12725598;0.15992996;0.14275913;0.08596763;0.028737515;-0.0031237884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
